155.8682100000, -0.9022440000,       6.44, []
99.1709900000, -19.2558780000,       3.92, []
38.0392530000, -1.0348960000,       5.35, []
224.2014770000, 74.9009250000,       6.83, []
39.4241680000, -3.3961750000,       5.65, []
348.9729000000, -9.0877370000,       4.25, []
176.4821740000, 14.6163810000,      10.31, []
240.0955660000, 15.5469300000,       9.05, []
173.7656400000, 20.4415450000,       6.45, []
176.5980680000, 14.1239860000,       8.69, []
176.6943510000, 3.4742930000,       8.04, [1]
177.8437960000, 57.6407360000,       7.85, []
25.4714570000, 2.7043760000,       7.84, []
181.3129880000, 76.9057310000,       5.80, []
183.4053500000, -9.5133810000,       7.58, [10]
187.5829620000, 21.9482440000,       7.89, []
192.5720670000, 22.8634070000,       6.43, []
198.0132750000, -37.8030200000,       4.85, []
200.1647640000, 24.6486990000,       8.04, []
203.5105740000, 53.7285310000,       8.05, []
28.7338810000, -67.6473010000,       4.69, []
205.6633450000, 78.0644380000,       5.90, []
34.7486530000, 85.7361530000,       6.98, []
223.3459470000, 18.2354010000,       7.96, []
229.7757570000, 41.7332080000,       7.88, []
233.8174900000, 53.9221420000,       5.96, []
34.2934990000, 23.7678320000,       6.53, []
238.2344970000, 15.4307080000,       7.63, []
242.5163120000, 26.7427500000,       6.57, []
243.2911400000, 13.2394760000,       8.50, []
246.4381410000, -33.5671200000,       7.96, []
247.1172940000, -13.3996400000,       6.89, []
4.8211100000, 14.0547550000,       8.52, []
253.4315950000, 11.9737460000,       8.54, []
257.8155210000, -56.6807980000,       7.24, []
257.7681880000, -20.6545700000,       6.82, [11]
259.9641720000, -48.5493200000,       6.67, []
260.1429440000, -19.3337460000,       6.51, [11]
261.4393010000, 27.3033410000,       7.64, []
5.1313300000, 30.9748040000,       7.52, []
39.2579610000, 42.0626340000,       7.28, []
272.6318360000, 54.2865520000,       5.94, []
278.0645270000, 6.9457430000,       8.31, []
283.9203490000, 4.2653250000,       8.03, []
286.3365480000, 25.9206600000,       7.18, []
288.7091980000, 31.8603500000,       6.61, []
289.8237920000, -23.5581550000,       7.78, []
290.2676390000, -23.6195720000,       7.55, [7]
45.0444070000, -20.8026030000,       7.97, []
302.8779910000, -64.6204680000,       8.76, []
304.0250240000, 4.5807950000,       6.44, []
310.4337160000, -75.3508000000,       6.03, []
48.1934850000, -1.1961010000,       5.06, []
316.6660160000, 3.8031190000,       6.49, []
325.8537600000, -7.4082530000,       8.35, []
336.7627870000, -17.2636590000,       7.59, [3]
340.0827940000, 31.7875940000,       8.07, []
343.4080510000, -48.5982860000,       6.03, []
343.2665980000, 44.4777530000,       9.23, []
348.7242780000, 56.7303280000,       8.94, []
359.9743040000, -22.4281140000,       8.22, []
64.1209560000, -59.3021550000,       4.44, []
67.8560560000, 4.5752870000,       8.54, []
8.2933110000, 54.8949850000,       5.92, []
72.5744250000, -24.3688390000,       8.07, []
73.6818920000, 12.3522010000,       7.13, []
77.4030000000, 69.6394040000,       6.42, []
76.8980870000, -13.9864800000,       8.13, []
77.0042190000, -26.7974720000,       8.05, []
78.1504210000, -14.9511110000,       7.29, []
82.8889620000, 64.3187790000,       7.74, []
86.9965670000, -8.3277000000,       8.27, []
91.6631470000, 63.4538380000,       6.42, []
11.4181600000, 7.8450210000,       7.82, [8]
94.8944850000, 41.0923040000,       8.03, []
12.3081170000, -24.1366710000,       5.89, []
100.0071950000, -48.5419540000,       8.05, []
13.7558360000, 0.7895530000,       8.05, [8]
14.4862550000, 34.9855610000,       7.60, []
14.5592460000, 33.9508860000,       5.98, []
15.1383000000, 20.2924840000,       8.25, []
112.9516530000, 17.0860460000,       5.44, []
116.3289570000, 28.0261990000,       1.14, []
133.0997470000, 13.2334330000,       7.84, [16]
133.4616850000, 33.0568120000,       8.03, []
142.1666260000, 45.6014820000,       5.39, []
143.9382630000, 34.7807430000,       7.78, []
164.6988980000, 1.7292160000,       7.95, []
166.1852260000, -2.5132180000,       8.37, []
166.3127900000, -10.2913010000,       8.08, []
169.4481350000, -23.9754140000,       8.21, []
172.1258850000, 43.9665790000,       7.81, []
321.5953060000, -37.8294300000,       5.64, []
327.5005190000, -64.7125400000,       5.62, []
194.3831630000, -65.6464610000,       6.87, []
202.6053010000, -58.6643560000,       6.75, []
208.4669190000, -35.3143620000,       6.17, []
229.5722050000, -41.4205700000,       7.05, []
231.2323910000, 58.9660640000,       3.29, []
27.5263750000, -54.4649620000,       7.88, []
296.4219670000, -0.6966450000,       7.34, []
12.8873440000, 58.4261670000,       9.86, []
354.8368840000, 77.6322780000,       3.21, []
237.8080440000, 35.6573830000,       4.82, []
237.5731050000, 2.1965090000,       5.23, []
230.0356600000, 29.6162090000,       5.51, []
